<<<<<<< Updated upstream
"num_hecho","dia_ocu","mes_ocu","dia_sem_ocu","hora_ocu","depto_ocu","mupio_ocu","areag_ocu","zona_ocu","sexo_pil","edad_pil","mayor_menor","tipo_veh","color_veh","modelo_veh","causa_acc","marca_veh","g_edad","estado_pil","grupo_mode_veh"
139,12,"Enero","Sabado",1,"Guatemala","Guatemala","URBANO","1","Hombre","29","Mayor","Automovil","Negro","1990-1999","CHOQUE","Geo","25-29","EBRIO","1990-1999"
140,12,"Enero","Sabado",21,"Guatemala","Guatemala","URBANO","1","Hombre","38","Mayor","Bus urbano","Blanco","Ignorado","COLISION","Ignorado","35-39","NORMAL","Ignorado"
141,12,"Enero","Sabado",21,"Guatemala","Guatemala","URBANO","1","Hombre","31","Mayor","Panel","Ignorado","Ignorado","COLISION","Ignorado","30-34","NORMAL","Ignorado"
142,12,"Enero","Sabado",9,"Guatemala","Guatemala","URBANO","18","Hombre","40","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","40-44","NORMAL","Ignorado"
143,12,"Enero","Sabado",9,"Guatemala","Guatemala","URBANO","18","Hombre","20","Mayor","Motocicleta","Negro","Ignorado","COLISION","Honda","20-24","NORMAL","Ignorado"
144,12,"Enero","Sabado",18,"Guatemala","San Pedro Ayampuc","RURAL","Ignorado","Hombre","32","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","30-34","NORMAL","Ignorado"
145,12,"Enero","Sabado",21,"Guatemala","Guatemala","URBANO","13","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
146,12,"Enero","Sabado",21,"Guatemala","Guatemala","URBANO","13","Hombre","30","Mayor","Motocicleta","Gris","Ignorado","COLISION","Bajaj","30-34","NORMAL","Ignorado"
147,12,"Enero","Sabado",2,"Guatemala","Guatemala","URBANO","21","Hombre","42","Mayor","Automovil","Beige","Ignorado","COLISION","Toyota","40-44","EBRIO","Ignorado"
148,12,"Enero","Sabado",2,"Guatemala","Guatemala","URBANO","21","Hombre","36","Mayor","Automovil","Negro","1990-1999","COLISION","Honda","35-39","NORMAL","1990-1999"
149,12,"Enero","Sabado",23,"Guatemala","Guatemala","URBANO","12","Hombre","23","Mayor","Automovil","Rojo","Ignorado","COLISION","Toyota","20-24","EBRIO","Ignorado"
150,12,"Enero","Sabado",23,"Guatemala","Guatemala","URBANO","12","Hombre","21","Mayor","Automovil","Corinto","1980-1989","COLISION","Nissan_duplicated_37","20-24","NORMAL","1980-1989"
151,12,"Enero","Sabado",23,"Guatemala","Guatemala","URBANO","12","Hombre","38","Mayor","Camión","Blanco","2010-2013","COLISION","Mitsubishi","35-39","NORMAL","2010-2014"
152,12,"Enero","Sabado",19,"Guatemala","Guatemala","URBANO","7","Hombre","43","Mayor","Automovil","Beige","1980-1989","COLISION","Toyota","40-44","NORMAL","1980-1989"
153,12,"Enero","Sabado",19,"Guatemala","Guatemala","URBANO","7","Hombre","25","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","25-29","NORMAL","Ignorado"
154,12,"Enero","Sabado",9,"Petén","Flores","RURAL","Ignorado","Hombre","24","Mayor","Mototaxi","Ignorado","2000-2009","COLISION","Bajaj","20-24","NORMAL","2000-2009"
155,12,"Enero","Sabado",9,"Petén","Flores","RURAL","Ignorado","Hombre","25","Mayor","Camioneta","Ignorado","Ignorado","COLISION","Nissan_duplicated_37","25-29","NORMAL","Ignorado"
156,12,"Enero","Sabado",2,"Petén","Flores","RURAL","Ignorado","Hombre","34","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","30-34","NORMAL","Ignorado"
157,13,"Enero","Domingo",20,"Guatemala","Guatemala","URBANO","7","Hombre","53","Mayor","Camioneta","Azul","1990-1999","COLISION","Ford","50-54","EBRIO","1990-1999"
158,13,"Enero","Domingo",20,"Guatemala","Guatemala","URBANO","7","Mujer","31","Mayor","Automovil","Azul","Ignorado","COLISION","Datsun","30-34","NORMAL","Ignorado"
159,13,"Enero","Domingo",15,"Guatemala","Mixco","URBANO","4","Hombre","48","Mayor","Automovil","Negro","Ignorado","COLISION","Ignorado","45-49","NORMAL","Ignorado"
160,13,"Enero","Domingo",15,"Guatemala","Mixco","URBANO","4","Hombre","23","Mayor","Motocicleta","Negro","Ignorado","COLISION","Ignorado","20-24","NORMAL","Ignorado"
161,13,"Enero","Domingo",18,"Chiquimula","Chiquimula","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Ignorado","Ignorado","VUELCO","Ignorado","Ignorado","IGNORADO","Ignorado"
162,13,"Enero","Domingo",19,"Escuintla","Escuintla","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Ignorado","Ignorado","COLISION","International","Ignorado","IGNORADO","Ignorado"
163,13,"Enero","Domingo",19,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Honda","25-29","NORMAL","Ignorado"
164,13,"Enero","Domingo",15,"Santa Rosa","Pueblo Nuevo Viñas","RURAL","Ignorado","Hombre","53","Mayor","Automovil","Beige","Ignorado","COLISION","Honda","50-54","NORMAL","Ignorado"
165,13,"Enero","Domingo",15,"Santa Rosa","Pueblo Nuevo Viñas","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Bus urbano","Ignorado","1970-1979","COLISION","Ignorado","Ignorado","IGNORADO","1970-1979"
166,13,"Enero","Domingo",11,"Santa Rosa","Cuilapa","RURAL","Ignorado","Hombre","60","Mayor","Pick up","Rojo","Ignorado","CHOQUE","Ignorado","55 y más","NORMAL","Ignorado"
167,13,"Enero","Domingo",19,"Suchitepéquez","Cuyotenango","RURAL","Ignorado","Hombre","21","Mayor","Pick up","Azul","1980-1989","COLISION","Toyota","20-24","EBRIO","1980-1989"
168,13,"Enero","Domingo",19,"Suchitepéquez","Cuyotenango","RURAL","Ignorado","Hombre","30","Mayor","Camioneta","Corinto","1980-1989","COLISION","Isuzu","30-34","NORMAL","1980-1989"
169,13,"Enero","Domingo",3,"Suchitepéquez","San Antonio Suchitepéquez","RURAL","Ignorado","Hombre","22","Mayor","Motocicleta","Rojo","2000-2009","CHOQUE","Bajaj","20-24","NORMAL","2000-2009"
170,13,"Enero","Domingo",4,"San Marcos","San Marcos","RURAL","Ignorado","Hombre","41","Mayor","Motocicleta","Gris","2010-2013","CHOQUE","Mazda","40-44","EBRIO","2010-2014"
171,13,"Enero","Domingo",21,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","40","Mayor","Cabezal","Rojo","1990-1999","COLISION","Freightliner","40-44","NORMAL","1990-1999"
172,13,"Enero","Domingo",21,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","59","Mayor","Camioneta","Ignorado","Ignorado","COLISION","Toyota","55 y más","NORMAL","Ignorado"
173,13,"Enero","Domingo",23,"Chimaltenango","San Martín Jilotepeque","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Camión","Blanco","Ignorado","COLISION","International","Ignorado","IGNORADO","Ignorado"
174,13,"Enero","Domingo",23,"Chimaltenango","San Martín Jilotepeque","RURAL","Ignorado","Hombre","32","Mayor","Automovil","Azul","Ignorado","COLISION","Mazda","30-34","NORMAL","Ignorado"
175,14,"Enero","Lunes",20,"Jutiapa","Moyuta","RURAL","Ignorado","Hombre","37","Mayor","Pick up","Anaranjado","Ignorado","COLISION","Toyota","35-39","NORMAL","Ignorado"
176,14,"Enero","Lunes",20,"Jutiapa","Moyuta","RURAL","Ignorado","Hombre","19","Mayor","Motocicleta","Azul","Ignorado","COLISION","Sniper","15-19","NORMAL","Ignorado"
177,14,"Enero","Lunes",6,"Escuintla","Guanagazapa","RURAL","Ignorado","Hombre","27","Mayor","Panel","Blanco","Ignorado","CHOQUE","Ignorado","25-29","NORMAL","Ignorado"
178,14,"Enero","Lunes",7,"Santa Rosa","Santa Rosa de Lima","RURAL","Ignorado","Hombre","25","Mayor","Pick up","Negro","Ignorado","VUELCO","Ignorado","25-29","IGNORADO","Ignorado"
179,14,"Enero","Lunes",19,"Huehuetenango","Huehuetenango","URBANO","Ignorado","Hombre","23","Mayor","Pick up","Blanco","Ignorado","CHOQUE","Dodge_duplicated_11","20-24","EBRIO","Ignorado"
180,14,"Enero","Lunes",19,"Huehuetenango","Huehuetenango","URBANO","Ignorado","Hombre","36","Mayor","Pick up","Blanco","Ignorado","CHOQUE","Dodge_duplicated_11","35-39","EBRIO","Ignorado"
181,14,"Enero","Lunes",12,"Alta Verapaz","San Pedro Carchá","URBANO","1","Hombre","56","Mayor","Camión","Blanco","Ignorado","COLISION","Hino","55 y más","NORMAL","Ignorado"
182,14,"Enero","Lunes",12,"Alta Verapaz","San Pedro Carchá","URBANO","1","Hombre","28","Mayor","Automovil","Blanco","Ignorado","COLISION","Honda","25-29","NORMAL","Ignorado"
183,14,"Enero","Lunes",0,"Chimaltenango","El Tejar","RURAL","Ignorado","Hombre","32","Mayor","Automovil","Azul","Ignorado","CHOQUE","Mazda","30-34","NORMAL","Ignorado"
184,15,"Enero","Martes",4,"Guatemala","Guatemala","URBANO","10","Hombre","31","Mayor","Camión","Blanco","1980-1989","COLISION","Mercedes benz","30-34","NORMAL","1980-1989"
185,15,"Enero","Martes",4,"Guatemala","Guatemala","URBANO","10","Hombre","34","Mayor","Microbus","Negro","Ignorado","COLISION","Toyota","30-34","NORMAL","Ignorado"
186,15,"Enero","Martes",2,"Guatemala","Villa Canales","RURAL","Ignorado","Hombre","29","Mayor","Automovil","Ignorado","Ignorado","COLISION","Datsun","25-29","EBRIO","Ignorado"
187,15,"Enero","Martes",2,"Guatemala","Villa Canales","RURAL","Ignorado","Hombre","23","Mayor","Automovil","Celeste","Ignorado","COLISION","Dodge_duplicated_11","20-24","EBRIO","Ignorado"
188,15,"Enero","Martes",21,"Jalapa","Jalapa","URBANO","6","Hombre","27","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Suzuki","25-29","EBRIO","2000-2009"
189,15,"Enero","Martes",21,"Jalapa","Jalapa","URBANO","6","Hombre","21","Mayor","Motocicleta","Rojo","2000-2009","COLISION","Sniper","20-24","IGNORADO","2000-2009"
190,15,"Enero","Martes",17,"Chiquimula","Chiquimula","RURAL","Ignorado","Hombre","23","Mayor","Automovil","Rojo","1990-1999","COLISION","Mazda","20-24","NORMAL","1990-1999"
191,15,"Enero","Martes",17,"Chiquimula","Chiquimula","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Microbus","Azul","2010-2013","COLISION","Toyota","Ignorado","IGNORADO","2010-2014"
192,15,"Enero","Martes",16,"Santa Rosa","Chiquimulilla","RURAL","Ignorado","Hombre","34","Mayor","Motocicleta","Ignorado","Ignorado","VUELCO","Ignorado","30-34","NORMAL","Ignorado"
193,15,"Enero","Martes",19,"Totonicapán","Totonicapán","RURAL","Ignorado","Hombre","25","Mayor","Pick up","Gris","Ignorado","CHOQUE","Toyota","25-29","EBRIO","Ignorado"
194,15,"Enero","Martes",2,"Alta Verapaz","Cobán","URBANO","7","Hombre","19","Mayor","Automovil","Café","1980-1989","CHOQUE","Toyota","15-19","NORMAL","1980-1989"
195,16,"Enero","Miercoles",13,"Guatemala","Guatemala","URBANO","9","Mujer","33","Mayor","Automovil","Azul","Ignorado","COLISION","Ford","30-34","NORMAL","Ignorado"
196,16,"Enero","Miercoles",13,"Guatemala","Guatemala","URBANO","9","Hombre","39","Mayor","Motocicleta","Azul","Ignorado","COLISION","Ignorado","35-39","NORMAL","Ignorado"
197,16,"Enero","Miercoles",16,"Guatemala","Guatemala","URBANO","9","Mujer","29","Mayor","Camioneta","Azul","Ignorado","COLISION","Kia","25-29","NORMAL","Ignorado"
198,16,"Enero","Miercoles",16,"Guatemala","Guatemala","URBANO","9","Hombre","20","Mayor","Motocicleta","Negro","Ignorado","COLISION","Ignorado","20-24","NORMAL","Ignorado"
199,16,"Enero","Miercoles",4,"Guatemala","Guatemala","URBANO","1","Hombre","38","Mayor","Ignorado","Ignorado","Ignorado","CHOQUE","Ignorado","35-39","IGNORADO","Ignorado"
200,16,"Enero","Miercoles",1,"Guatemala","Guatemala","URBANO","10","Mujer","22","Mayor","Automovil","Gris","2010-2013","COLISION","Sniper","20-24","NORMAL","2010-2014"
201,16,"Enero","Miercoles",1,"Guatemala","Guatemala","URBANO","10","Hombre","65","Mayor","Automovil","Beige","1970-1979","COLISION","Ignorado","55 y más","NORMAL","1970-1979"
202,16,"Enero","Miercoles",7,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","26","Mayor","Bus urbano","Ignorado","Ignorado","COLISION","Ford","25-29","NORMAL","Ignorado"
203,16,"Enero","Miercoles",7,"Guatemala","Villa Nueva","RURAL","Ignorado","Hombre","27","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Honda","25-29","NORMAL","Ignorado"
204,16,"Enero","Miercoles",20,"Escuintla","Escuintla","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Azul","Ignorado","COLISION","Toyota","Ignorado","IGNORADO","Ignorado"
205,16,"Enero","Miercoles",20,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","43","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Honda","40-44","IGNORADO","Ignorado"
206,16,"Enero","Miercoles",14,"Suchitepéquez","Zunilito","RURAL","Ignorado","Hombre","33","Mayor","Pick up","Rojo","Ignorado","VUELCO","Toyota","30-34","NORMAL","Ignorado"
207,16,"Enero","Miercoles",20,"Quetzaltenango","Salcajá","RURAL","Ignorado","Hombre","28","Mayor","Motocicleta","Azul","Ignorado","CHOQUE","Bajaj","25-29","IGNORADO","Ignorado"
208,16,"Enero","Miercoles",19,"Alta Verapaz","Cobán","RURAL","Ignorado","Hombre","29","Mayor","Automovil","Gris","Ignorado","COLISION","Nissan_duplicated_37","25-29","IGNORADO","Ignorado"
209,16,"Enero","Miercoles",19,"Alta Verapaz","Cobán","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Automovil","Blanco","1990-1999","COLISION","Mazda","Ignorado","IGNORADO","1990-1999"
210,16,"Enero","Miercoles",11,"El Progreso","San Agustín Acasagustlán","RURAL","Ignorado","Hombre","39","Mayor","Pick up","Negro","Ignorado","COLISION","Toyota","35-39","IGNORADO","Ignorado"
211,16,"Enero","Miercoles",11,"El Progreso","San Agustín Acasagustlán","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Cabezal","Blanco","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
212,16,"Enero","Miercoles",19,"Solola","San Lucas Tolimán","RURAL","Ignorado","Hombre","32","Mayor","Microbus","Rojo","Ignorado","COLISION","Toyota","30-34","NORMAL","Ignorado"
213,16,"Enero","Miercoles",19,"Solola","San Lucas Tolimán","RURAL","Ignorado","Hombre","27","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Bajaj","25-29","NORMAL","Ignorado"
214,16,"Enero","Miercoles",7,"Chimaltenango","Tecpán Guatemala","URBANO","Ignorado","Hombre","50","Mayor","Pick up","Rojo","Ignorado","COLISION","Toyota","50-54","NORMAL","Ignorado"
215,16,"Enero","Miercoles",7,"Chimaltenango","Tecpán Guatemala","URBANO","Ignorado","Hombre","19","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Ignorado","15-19","NORMAL","Ignorado"
216,17,"Enero","Jueves",0,"Guatemala","Mixco","URBANO","4","Hombre","29","Mayor","Automovil","Rojo","2010-2013","COLISION","Mazda","25-29","NORMAL","2010-2014"
217,17,"Enero","Jueves",0,"Guatemala","Mixco","URBANO","4","Hombre","29","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Sniper","25-29","NORMAL","2010-2014"
218,17,"Enero","Jueves",15,"Guatemala","Santa Catarina Pinula","URBANO","Ignorado","Hombre","29","Mayor","Motocicleta","Rojo","2010-2013","COLISION","Sniper","25-29","NORMAL","2010-2014"
219,17,"Enero","Jueves",15,"Guatemala","Santa Catarina Pinula","URBANO","Ignorado","Hombre","43","Mayor","Automovil","Verde","2000-2009","COLISION","Mazda","40-44","NORMAL","2000-2009"
220,17,"Enero","Jueves",16,"Guatemala","Guatemala","URBANO","12","Hombre","39","Mayor","Cabezal","Ignorado","Ignorado","COLISION","Ignorado","35-39","NORMAL","Ignorado"
221,17,"Enero","Jueves",16,"Guatemala","Guatemala","URBANO","12","Hombre","27","Mayor","Motocicleta","Negro","Ignorado","COLISION","Bajaj","25-29","NORMAL","Ignorado"
222,17,"Enero","Jueves",13,"Escuintla","Santa Lucía Cotzumalguapa","URBANO","Ignorado","Hombre","25","Mayor","Automovil","Negro","2000-2009","COLISION","Toyota","25-29","NORMAL","2000-2009"
223,17,"Enero","Jueves",13,"Escuintla","Santa Lucía Cotzumalguapa","URBANO","Ignorado","Hombre","31","Mayor","Motocicleta","Negro","2010-2013","COLISION","Bmw","30-34","NORMAL","2010-2014"
224,17,"Enero","Jueves",16,"Santa Rosa","Cuilapa","URBANO","Ignorado","Hombre","29","Mayor","Bus extraurbano","Amarillo","Ignorado","COLISION","International","25-29","NORMAL","Ignorado"
225,17,"Enero","Jueves",16,"Santa Rosa","Cuilapa","URBANO","Ignorado","Hombre","43","Mayor","Automovil","Azul","2000-2009","COLISION","Toyota","40-44","NORMAL","2000-2009"
226,17,"Enero","Jueves",16,"Santa Rosa","Cuilapa","URBANO","Ignorado","Hombre","37","Mayor","Pick up","Beige","2000-2009","COLISION","Volkwagen","35-39","NORMAL","2000-2009"
227,17,"Enero","Jueves",17,"San Marcos","Ocós","URBANO","Ignorado","Hombre","29","Mayor","Camioneta","Verde","1990-1999","CHOQUE","Toyota","25-29","EBRIO","1990-1999"
228,17,"Enero","Jueves",10,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","23","Mayor","Pick up","Gris","1990-1999","CHOQUE","Nissan_duplicated_37","20-24","NORMAL","1990-1999"
229,17,"Enero","Jueves",16,"Sacatepéquez","Sumpango","RURAL","Ignorado","Hombre","22","Mayor","Camión","Rojo","1980-1989","COLISION","Mercedes benz","20-24","NORMAL","1980-1989"
230,17,"Enero","Jueves",16,"Sacatepéquez","Sumpango","RURAL","Ignorado","Hombre","42","Mayor","Cabezal","Blanco","1990-1999","COLISION","Freightliner","40-44","NORMAL","1990-1999"
231,17,"Enero","Jueves",20,"Guatemala","Guatemala","RURAL","12","Hombre","50","Mayor","Automovil","Café","2000-2009","COLISION","Mazda","50-54","NORMAL","2000-2009"
232,17,"Enero","Jueves",20,"Guatemala","Guatemala","RURAL","12","Hombre","20","Mayor","Motocicleta","Ignorado","2000-2009","COLISION","Ignorado","20-24","NORMAL","2000-2009"
233,17,"Enero","Jueves",19,"Escuintla","Escuintla","RURAL","Ignorado","Hombre","54","Mayor","Pick up","Beige","Ignorado","VUELCO","Toyota","50-54","NORMAL","Ignorado"
234,17,"Enero","Jueves",22,"Quetzaltenango","Flores Costa Cuca","RURAL","Ignorado","Hombre","52","Mayor","Motocicleta","Ignorado","Ignorado","COLISION","Ignorado","50-54","NORMAL","Ignorado"
235,17,"Enero","Jueves",22,"Quetzaltenango","Flores Costa Cuca","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","NORMAL","Ignorado"
236,17,"Enero","Jueves",8,"Alta Verapaz","Cahabón","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Mototaxi","Ignorado","Ignorado","CHOQUE","Ignorado","Ignorado","NORMAL","Ignorado"
237,18,"Enero","Viernes",18,"Guatemala","Guatemala","URBANO","7","Hombre","61","Mayor","Automovil","Blanco","2000-2009","COLISION","Toyota","55 y más","NORMAL","2000-2009"
238,18,"Enero","Viernes",18,"Guatemala","Guatemala","URBANO","7","Hombre","28","Mayor","Automovil","Blanco","Ignorado","COLISION","Kia","25-29","NORMAL","Ignorado"
239,18,"Enero","Viernes",22,"Santa Rosa","Nueva Santa Rosa","RURAL","Ignorado","Hombre","18","Mayor","Automovil","Gris","Ignorado","CHOQUE","Mazda","15-19","IGNORADO","Ignorado"
240,18,"Enero","Viernes",2,"Quetzaltenango","Quetzaltenango","URBANO","3","Hombre","19","Mayor","Microbus","Blanco","2000-2009","CHOQUE","Ignorado","15-19","EBRIO","2000-2009"
241,18,"Enero","Viernes",14,"Quetzaltenango","Quetzaltenango","URBANO","1","Hombre","17","Menor","Motocicleta","Azul","Ignorado","COLISION","Suzuki","15-19","NORMAL","Ignorado"
242,18,"Enero","Viernes",14,"Quetzaltenango","Quetzaltenango","URBANO","1","Hombre","31","Mayor","Automovil","Rojo","2000-2009","COLISION","Mazda","30-34","NORMAL","2000-2009"
243,18,"Enero","Viernes",21,"Totonicapán","San Cristóbal Totonicapán","RURAL","Ignorado","Hombre","29","Mayor","Camión","Blanco","Ignorado","COLISION","Isuzu","25-29","NORMAL","Ignorado"
244,18,"Enero","Viernes",21,"Totonicapán","San Cristóbal Totonicapán","RURAL","Ignorado","Ignorado","Ignorado","Ignorado","Pick up","Rojo","Ignorado","COLISION","Toyota","Ignorado","IGNORADO","Ignorado"
245,18,"Enero","Viernes",12,"Quiché","Santa Cruz del Quiché","URBANO","1","Hombre","23","Mayor","Mototaxi","Rojo","2010-2013","COLISION","Bajaj","20-24","NORMAL","2010-2014"
246,18,"Enero","Viernes",12,"Quiché","Santa Cruz del Quiché","URBANO","1","Ignorado","Ignorado","Ignorado","Bus urbano","Ignorado","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
247,19,"Enero","Sabado",23,"Guatemala","Guatemala","URBANO","6","Hombre","23","Mayor","Motocicleta","Ignorado","Ignorado","CHOQUE","Ignorado","20-24","NORMAL","Ignorado"
248,19,"Enero","Sabado",1,"Guatemala","Villa Nueva","URBANO","3","Hombre","31","Mayor","Pick up","Blanco","Ignorado","CHOQUE","Isuzu","30-34","NORMAL","Ignorado"
249,19,"Enero","Sabado",3,"Guatemala","Guatemala","URBANO","19","Ignorado","Ignorado","Ignorado","Automovil","Negro","Ignorado","COLISION","Ignorado","Ignorado","IGNORADO","Ignorado"
250,19,"Enero","Sabado",3,"Guatemala","Guatemala","URBANO","19","Hombre","20","Mayor","Motocicleta","Rojo","Ignorado","COLISION","Sniper","20-24","NORMAL","Ignorado"
251,19,"Enero","Sabado",13,"Escuintla","Santa Lucía Cotzumalguapa","RURAL","Ignorado","Mujer","32","Mayor","Automovil","Gris","Ignorado","COLISION","Nissan_duplicated_37","30-34","NORMAL","Ignorado"
252,19,"Enero","Sabado",13,"Escuintla","Santa Lucía Cotzumalguapa","RURAL","Ignorado","Hombre","16","Menor","Motocicleta","Rojo","Ignorado","COLISION","Suzuki","15-19","NORMAL","Ignorado"
253,19,"Enero","Sabado",11,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","55","Mayor","Camión","Blanco","Ignorado","COLISION","Hino","55 y más","NORMAL","Ignorado"
254,19,"Enero","Sabado",11,"El Progreso","Guastatoya","RURAL","Ignorado","Hombre","26","Mayor","Automovil","Corinto","Ignorado","COLISION","Honda","25-29","NORMAL","Ignorado"
